,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.72,0.271,0.229,0.147,0.062,0.005,0.0,0.0,0.0,0.0,0.0
artificial.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.74,0.376,0.232,0.058,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.75,0.033,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.77,0.001,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.78,0.516,0.533,0.513,0.383,0.193,0.017,0.0,0.0,0.0,0.0
artificial.79,0.059,0.029,0.017,0.004,0.001,0.0,0.0,0.0,0.0,0.0
artificial.80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.81,0.013,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.82,0.117,0.053,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.83,0.225,0.135,0.062,0.022,0.006,0.0,0.0,0.0,0.0,0.0
artificial.84,0.393,0.254,0.1,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.85,0.051,0.023,0.029,0.04,0.047,0.011,0.0,0.0,0.0,0.0
artificial.86,0.606,0.56,0.479,0.326,0.148,0.008,0.0,0.0,0.0,0.0
artificial.87,0.27,0.137,0.032,0.01,0.001,0.0,0.0,0.0,0.0,0.0
artificial.88,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.89,0.041,0.016,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.90,0.37,0.253,0.121,0.064,0.061,0.007,0.0,0.0,0.0,0.0
artificial.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.92,0.456,0.298,0.196,0.121,0.058,0.001,0.0,0.0,0.0,0.0
artificial.93,0.095,0.038,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.95,0.227,0.195,0.135,0.089,0.041,0.0,0.0,0.0,0.0,0.0
artificial.96,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.97,0.036,0.025,0.013,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.98,0.272,0.139,0.041,0.005,0.0,0.0,0.0,0.0,0.0,0.0
artificial.99,0.045,0.019,0.008,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.100,0.057,0.024,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.101,0.3,0.284,0.227,0.14,0.057,0.004,0.0,0.0,0.0,0.0
artificial.102,0.169,0.092,0.03,0.013,0.007,0.0,0.0,0.0,0.0,0.0
artificial.103,0.024,0.008,0.006,0.005,0.01,0.002,0.0,0.0,0.0,0.0
artificial.104,0.533,0.371,0.129,0.023,0.0,0.0,0.0,0.0,0.0,0.0
artificial.105,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.106,0.34,0.301,0.208,0.119,0.071,0.027,0.0,0.0,0.0,0.0
artificial.107,0.003,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.108,0.072,0.027,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.109,0.027,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.110,0.008,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.112,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.113,0.011,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.114,0.003,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.115,0.373,0.362,0.345,0.334,0.231,0.035,0.0,0.0,0.0,0.0
artificial.116,0.026,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.117,0.233,0.184,0.099,0.029,0.002,0.0,0.0,0.0,0.0,0.0
artificial.118,0.281,0.168,0.055,0.009,0.004,0.0,0.0,0.0,0.0,0.0
artificial.119,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.120,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.121,0.178,0.093,0.041,0.008,0.002,0.0,0.0,0.0,0.0,0.0
