,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
CD4Tem_CCR2pos_pERK_PI,0.08,0.043,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pERK_PI,0.128,0.07,0.03,0.013,0.004,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pERK_PI,0.214,0.1,0.018,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pERK_PI,0.057,0.026,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pERK_PI,0.28,0.206,0.105,0.007,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pERK_PI,0.061,0.039,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pERK_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pERK_PI,0.079,0.034,0.008,0.001,0.001,0.0,0.0,0.0,0.0,0.0
NKT_pERK_PI,0.081,0.053,0.031,0.008,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pERK_PI,0.096,0.051,0.022,0.006,0.001,0.0,0.0,0.0,0.0,0.0
CD4Teff_pMK2_PI,0.123,0.057,0.011,0.0,0.001,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pMK2_PI,0.068,0.045,0.04,0.034,0.015,0.004,0.0,0.0,0.0,0.0
Granulocytes_pMK2_PI,0.085,0.074,0.047,0.019,0.016,0.002,0.0,0.0,0.0,0.0
MDSCs_pMK2_PI,0.056,0.009,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pMK2_PI,0.007,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pMK2_PI,0.523,0.476,0.328,0.09,0.005,0.0,0.0,0.0,0.0,0.0
pDCs_pMK2_PI,0.26,0.241,0.224,0.172,0.039,0.002,0.0,0.0,0.0,0.0
Bcells_pNFkB_PI,0.138,0.094,0.029,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pNFkB_PI,0.025,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pNFkB_PI,0.345,0.199,0.069,0.01,0.001,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pNFkB_PI,0.174,0.098,0.049,0.021,0.003,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pNFkB_PI,0.034,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pNFkB_PI,0.161,0.078,0.036,0.006,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pNFkB_PI,0.104,0.072,0.081,0.103,0.078,0.005,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pNFkB_PI,0.785,0.743,0.616,0.474,0.272,0.019,0.0,0.0,0.0,0.0
CD8Teff_pNFkB_PI,0.07,0.025,0.01,0.004,0.002,0.0,0.0,0.0,0.0,0.0
CD8Tem_pNFkB_PI,0.311,0.171,0.034,0.005,0.001,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pNFkB_PI,0.034,0.009,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pNFkB_PI,0.125,0.048,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pNFkB_PI,0.021,0.016,0.014,0.005,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pNFkB_PI,0.075,0.064,0.038,0.003,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pNFkB_PI,0.049,0.017,0.006,0.002,0.004,0.001,0.0,0.0,0.0,0.0
NKT_pNFkB_PI,0.167,0.082,0.019,0.004,0.001,0.0,0.0,0.0,0.0,0.0
intMCs_pNFkB_PI,0.012,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pNFkB_PI,0.141,0.102,0.072,0.012,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pNFkB_PI,0.332,0.235,0.097,0.021,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pS6_PI,0.598,0.509,0.301,0.062,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pS6_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pS6_PI,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pS6_PI,0.037,0.022,0.019,0.004,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pS6_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pS6_PI,0.0,0.004,0.006,0.001,0.001,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pS6_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pS6_PI,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pS6_PI,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pS6_PI,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pS6_PI,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pS6_PI,0.635,0.652,0.613,0.342,0.014,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pS6_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pS6_PI,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pS6_PI,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pS6_PI,0.02,0.021,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pS6_PI,0.008,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pS6_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pS6_PI,0.905,0.86,0.737,0.429,0.137,0.006,0.0,0.0,0.0,0.0
MDSCs_pS6_PI,0.008,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pS6_PI,0.045,0.03,0.018,0.013,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pS6_PI,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pS6_PI,0.008,0.003,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pS6_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pS6_PI,0.065,0.033,0.011,0.003,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pS6_PI,0.055,0.036,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pS6_PI,0.124,0.074,0.037,0.01,0.001,0.0,0.0,0.0,0.0,0.0
pDCs_pS6_PI,0.02,0.013,0.007,0.004,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT1_PI,0.005,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT1_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT1_PI,0.005,0.005,0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT1_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT3_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT3_PI,0.034,0.022,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT3_PI,0.906,0.897,0.665,0.238,0.019,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT3_PI,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT3_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT3_PI,0.158,0.126,0.109,0.052,0.008,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT3_PI,0.113,0.114,0.098,0.111,0.092,0.025,0.0,0.0,0.0,0.0
intMCs_pSTAT3_PI,0.002,0.006,0.009,0.021,0.026,0.006,0.0,0.0,0.0,0.0
ncMCs_pSTAT3_PI,0.073,0.042,0.013,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT5_PI,0.029,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT5_PI,0.851,0.847,0.824,0.753,0.346,0.007,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT5_PI,0.508,0.486,0.388,0.227,0.022,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT5_PI,0.019,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pSTAT5_PI,0.537,0.495,0.413,0.264,0.116,0.019,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT5_PI,0.048,0.02,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT5_PI,0.065,0.059,0.061,0.025,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT5_PI,0.246,0.211,0.16,0.142,0.172,0.001,0.0,0.0,0.0,0.0
cMCs_pSTAT5_PI,0.018,0.016,0.011,0.002,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT5_PI,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT5_PI,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pSTAT5_PI,0.041,0.032,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT6_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT6_PI,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT6_PI,0.041,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT6_PI,0.099,0.063,0.042,0.028,0.014,0.001,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT6_PI,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT6_PI,0.144,0.075,0.037,0.027,0.011,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT6_PI,0.028,0.022,0.026,0.02,0.001,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT6_PI,0.07,0.025,0.012,0.002,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT6_PI,0.01,0.016,0.014,0.001,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT6_PI,0.052,0.049,0.039,0.02,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT6_PI,0.0,0.001,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0
