,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
CD4Tem_CCR2pos_pMK2_IL33,0.053,0.007,0.002,0.044,0.005,0.001,0.035,0.003,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pMK2_IL33,0.155,0.062,0.025,0.069,0.018,0.003,0.019,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pNFkB_IL33,0.737,0.608,0.45,0.667,0.508,0.352,0.562,0.385,0.196,0.423,0.188,0.047,0.188,0.028,0.001,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pNFkB_IL33,0.602,0.446,0.277,0.538,0.37,0.196,0.464,0.276,0.112,0.33,0.115,0.025,0.125,0.012,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pNFkB_IL33,0.389,0.227,0.102,0.35,0.195,0.08,0.318,0.152,0.052,0.229,0.079,0.01,0.093,0.009,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pNFkB_IL33,0.732,0.548,0.322,0.674,0.479,0.238,0.577,0.319,0.123,0.384,0.137,0.021,0.149,0.014,0.002,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pNFkB_IL33,0.328,0.153,0.04,0.307,0.144,0.032,0.276,0.112,0.024,0.194,0.051,0.007,0.069,0.007,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pNFkB_IL33,0.387,0.21,0.09,0.304,0.138,0.043,0.225,0.087,0.02,0.128,0.028,0.004,0.038,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pNFkB_IL33,0.385,0.208,0.093,0.314,0.164,0.067,0.24,0.117,0.04,0.17,0.054,0.007,0.061,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pNFkB_IL33,0.435,0.26,0.123,0.191,0.059,0.022,0.047,0.01,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pNFkB_IL33,0.497,0.327,0.21,0.282,0.129,0.054,0.089,0.012,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pNFkB_IL33,0.466,0.291,0.171,0.237,0.091,0.042,0.08,0.017,0.001,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pp38_IL33,0.409,0.202,0.059,0.298,0.096,0.014,0.188,0.021,0.001,0.084,0.001,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pS6_IL33,0.639,0.504,0.362,0.463,0.283,0.161,0.245,0.099,0.02,0.081,0.01,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pS6_IL33,0.102,0.02,0.001,0.052,0.006,0.0,0.021,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pS6_IL33,0.914,0.829,0.68,0.785,0.613,0.392,0.549,0.288,0.11,0.246,0.047,0.006,0.039,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pS6_IL33,0.483,0.277,0.095,0.425,0.227,0.079,0.335,0.166,0.042,0.223,0.072,0.003,0.086,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pS6_IL33,0.146,0.038,0.008,0.078,0.018,0.002,0.035,0.003,0.0,0.007,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pS6_IL33,0.564,0.362,0.124,0.409,0.211,0.04,0.228,0.06,0.006,0.071,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pS6_IL33,0.201,0.06,0.014,0.11,0.024,0.002,0.046,0.002,0.001,0.011,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pS6_IL33,0.156,0.054,0.011,0.106,0.028,0.005,0.071,0.015,0.002,0.033,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT3_IL33,0.606,0.242,0.032,0.469,0.206,0.033,0.359,0.189,0.038,0.26,0.172,0.024,0.231,0.031,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT3_IL33,0.507,0.342,0.222,0.383,0.233,0.125,0.256,0.127,0.045,0.145,0.045,0.005,0.044,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT3_IL33,0.076,0.016,0.001,0.078,0.013,0.001,0.082,0.009,0.0,0.063,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT5_IL33,0.538,0.499,0.497,0.501,0.497,0.495,0.497,0.497,0.486,0.497,0.493,0.323,0.49,0.212,0.004,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT5_IL33,0.533,0.379,0.22,0.45,0.259,0.129,0.358,0.198,0.084,0.285,0.134,0.041,0.16,0.014,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT6_IL33,0.187,0.089,0.021,0.188,0.084,0.024,0.188,0.086,0.02,0.182,0.035,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT6_IL33,0.175,0.072,0.012,0.182,0.067,0.007,0.197,0.061,0.006,0.171,0.017,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT6_IL33,0.211,0.089,0.013,0.21,0.069,0.012,0.205,0.061,0.002,0.168,0.01,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT6_IL33,0.167,0.08,0.015,0.176,0.081,0.02,0.184,0.085,0.017,0.174,0.033,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT6_IL33,0.335,0.156,0.028,0.35,0.147,0.027,0.37,0.125,0.02,0.376,0.036,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
