,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
NKT_pERK_PI,0.429,0.256,0.129,0.278,0.129,0.045,0.126,0.03,0.006,0.03,0.004,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pERK_PI,0.382,0.215,0.094,0.311,0.148,0.059,0.242,0.106,0.029,0.163,0.059,0.006,0.091,0.009,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pMK2_PI,0.207,0.1,0.034,0.117,0.04,0.01,0.054,0.016,0.003,0.023,0.004,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pMK2_PI,0.676,0.45,0.212,0.623,0.402,0.167,0.559,0.342,0.132,0.467,0.258,0.068,0.325,0.081,0.009,0.079,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pMK2_PI,0.802,0.523,0.215,0.618,0.294,0.093,0.377,0.144,0.044,0.202,0.057,0.009,0.062,0.005,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pMK2_PI,0.23,0.083,0.018,0.147,0.042,0.005,0.075,0.009,0.002,0.026,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pMK2_PI,0.754,0.634,0.505,0.574,0.399,0.244,0.373,0.178,0.077,0.168,0.059,0.013,0.049,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pMK2_PI,0.711,0.588,0.4,0.67,0.524,0.34,0.576,0.357,0.194,0.38,0.176,0.058,0.176,0.032,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pNFkB_PI,0.133,0.035,0.007,0.047,0.013,0.001,0.036,0.011,0.001,0.036,0.005,0.001,0.014,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pNFkB_PI,0.136,0.03,0.007,0.079,0.022,0.006,0.064,0.019,0.005,0.049,0.012,0.004,0.021,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pNFkB_PI,0.221,0.076,0.019,0.141,0.046,0.006,0.1,0.038,0.004,0.062,0.025,0.0,0.033,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pNFkB_PI,0.717,0.519,0.344,0.567,0.386,0.194,0.456,0.246,0.094,0.308,0.121,0.03,0.142,0.019,0.002,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pNFkB_PI,0.365,0.218,0.101,0.293,0.165,0.062,0.247,0.118,0.03,0.185,0.057,0.008,0.073,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pNFkB_PI,0.371,0.221,0.116,0.205,0.071,0.024,0.076,0.021,0.002,0.027,0.004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pNFkB_PI,0.247,0.108,0.034,0.2,0.067,0.021,0.157,0.054,0.016,0.105,0.03,0.004,0.046,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pNFkB_PI,0.524,0.377,0.246,0.334,0.175,0.064,0.131,0.036,0.008,0.028,0.002,0.001,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pNFkB_PI,0.497,0.335,0.138,0.446,0.296,0.125,0.407,0.247,0.097,0.326,0.155,0.041,0.17,0.032,0.002,0.025,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pNFkB_PI,0.961,0.92,0.848,0.929,0.84,0.72,0.855,0.718,0.52,0.723,0.467,0.213,0.454,0.118,0.012,0.096,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pNFkB_PI,0.23,0.099,0.034,0.149,0.048,0.011,0.098,0.033,0.006,0.071,0.016,0.003,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pNFkB_PI,0.164,0.075,0.033,0.065,0.023,0.002,0.02,0.004,0.002,0.008,0.002,0.0,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pNFkB_PI,0.18,0.048,0.003,0.125,0.029,0.002,0.093,0.024,0.002,0.075,0.013,0.001,0.025,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pNFkB_PI,0.227,0.095,0.024,0.167,0.068,0.017,0.127,0.05,0.014,0.082,0.022,0.004,0.028,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pNFkB_PI,0.175,0.052,0.018,0.114,0.038,0.016,0.059,0.018,0.006,0.025,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pNFkB_PI,0.163,0.051,0.015,0.076,0.016,0.002,0.036,0.009,0.0,0.026,0.003,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pNFkB_PI,0.26,0.129,0.038,0.222,0.108,0.029,0.2,0.085,0.024,0.141,0.05,0.008,0.069,0.008,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pNFkB_PI,0.336,0.172,0.061,0.27,0.128,0.045,0.204,0.089,0.025,0.123,0.036,0.008,0.043,0.007,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pNFkB_PI,0.145,0.051,0.013,0.092,0.032,0.004,0.067,0.023,0.006,0.055,0.017,0.0,0.028,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pNFkB_PI,0.215,0.096,0.037,0.119,0.036,0.011,0.047,0.008,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pNFkB_PI,0.428,0.274,0.151,0.271,0.124,0.052,0.136,0.04,0.008,0.041,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pS6_PI,0.566,0.406,0.272,0.406,0.246,0.123,0.258,0.098,0.029,0.104,0.02,0.002,0.017,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pS6_PI,0.004,0.001,0.0,0.005,0.0,0.0,0.006,0.0,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pS6_PI,0.141,0.056,0.01,0.116,0.033,0.004,0.076,0.018,0.0,0.033,0.003,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pS6_PI,0.422,0.214,0.066,0.318,0.13,0.028,0.186,0.051,0.004,0.062,0.005,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pS6_PI,0.077,0.012,0.001,0.048,0.005,0.0,0.022,0.001,0.0,0.004,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pS6_PI,0.238,0.104,0.018,0.231,0.082,0.009,0.173,0.043,0.003,0.067,0.01,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pS6_PI,0.015,0.001,0.0,0.011,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pS6_PI,0.063,0.017,0.001,0.066,0.016,0.001,0.051,0.011,0.0,0.026,0.002,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pS6_PI,0.044,0.009,0.002,0.021,0.003,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pS6_PI,0.216,0.065,0.011,0.074,0.011,0.002,0.019,0.002,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pS6_PI,0.308,0.1,0.008,0.273,0.077,0.004,0.169,0.029,0.001,0.057,0.004,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pS6_PI,0.924,0.808,0.643,0.825,0.651,0.414,0.645,0.348,0.137,0.317,0.076,0.01,0.057,0.005,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pS6_PI,0.046,0.009,0.0,0.04,0.003,0.001,0.022,0.002,0.001,0.006,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pS6_PI,0.187,0.093,0.021,0.157,0.059,0.008,0.099,0.018,0.004,0.034,0.004,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pS6_PI,0.052,0.007,0.0,0.048,0.006,0.0,0.021,0.003,0.0,0.008,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pS6_PI,0.343,0.163,0.03,0.267,0.084,0.01,0.165,0.027,0.003,0.06,0.005,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pS6_PI,0.131,0.036,0.001,0.082,0.012,0.0,0.036,0.002,0.0,0.009,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pS6_PI,0.093,0.01,0.0,0.089,0.005,0.0,0.056,0.002,0.0,0.011,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pS6_PI,0.987,0.955,0.869,0.954,0.847,0.645,0.828,0.58,0.335,0.57,0.265,0.094,0.24,0.047,0.002,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pS6_PI,0.067,0.012,0.001,0.033,0.005,0.0,0.013,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pS6_PI,0.495,0.287,0.064,0.442,0.224,0.033,0.335,0.09,0.013,0.132,0.017,0.0,0.018,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pS6_PI,0.117,0.029,0.001,0.086,0.013,0.001,0.048,0.001,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pS6_PI,0.336,0.172,0.043,0.278,0.109,0.024,0.17,0.056,0.005,0.077,0.013,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pS6_PI,0.028,0.003,0.0,0.012,0.001,0.0,0.006,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pS6_PI,0.283,0.148,0.049,0.19,0.08,0.024,0.117,0.035,0.005,0.042,0.009,0.001,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pS6_PI,0.052,0.012,0.004,0.032,0.007,0.003,0.014,0.003,0.0,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pS6_PI,0.351,0.232,0.124,0.305,0.177,0.088,0.237,0.116,0.051,0.133,0.04,0.007,0.037,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
