,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.94,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.95,0.3,0.256,0.195,0.12,0.05,0.0,0.0,0.0,0.0,0.0
artificial.96,0.012,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.97,0.055,0.039,0.022,0.005,0.002,0.0,0.0,0.0,0.0,0.0
artificial.98,0.319,0.166,0.05,0.009,0.001,0.0,0.0,0.0,0.0,0.0
artificial.99,0.056,0.028,0.01,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.100,0.075,0.037,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.101,0.411,0.378,0.317,0.198,0.083,0.006,0.0,0.0,0.0,0.0
artificial.102,0.206,0.114,0.041,0.022,0.011,0.0,0.0,0.0,0.0,0.0
artificial.103,0.032,0.013,0.009,0.011,0.015,0.005,0.0,0.0,0.0,0.0
artificial.104,0.577,0.413,0.155,0.03,0.0,0.0,0.0,0.0,0.0,0.0
artificial.105,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.106,0.415,0.362,0.268,0.164,0.103,0.036,0.0,0.0,0.0,0.0
artificial.107,0.009,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.108,0.088,0.033,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.109,0.03,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.110,0.011,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.112,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.113,0.018,0.015,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.114,0.005,0.005,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.115,0.492,0.478,0.463,0.419,0.291,0.049,0.0,0.0,0.0,0.0
artificial.116,0.033,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.117,0.28,0.217,0.122,0.04,0.002,0.0,0.0,0.0,0.0,0.0
artificial.118,0.319,0.203,0.067,0.011,0.005,0.0,0.0,0.0,0.0,0.0
artificial.119,0.008,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.120,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.121,0.213,0.125,0.057,0.017,0.003,0.0,0.0,0.0,0.0,0.0
