,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.5}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
PRO_PAX4,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.002,0.305,0.126
PRO_ARL11,0.0,0.0,0.172,0.027,0.365,0.215,0.409,0.304,0.693,0.541
PRO_COMMD1,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.01,0.346,0.16
PRO_CDKN2C,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.003,0.226,0.097
PRO_XRCC1,0.0,0.0,0.0,0.0,0.002,0.002,0.029,0.01,0.268,0.124
PRO_RRAGC,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.29,0.081
PRO_ITCH,0.0,0.0,0.0,0.0,0.004,0.0,0.115,0.033,0.499,0.316
PRO_TNFAIP8,0.0,0.0,0.012,0.001,0.051,0.028,0.066,0.051,0.27,0.138
PRO_CCT5,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.169,0.044
PRO_ATG5,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.016,0.436,0.281
PRO_FERMT3,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.112,0.027
PRO_ATG7,0.0,0.0,0.0,0.0,0.011,0.0,0.204,0.063,0.562,0.401
PRO_SETD2,0.0,0.0,0.001,0.0,0.032,0.006,0.094,0.059,0.394,0.205
PRO_ILF2,0.0,0.0,0.0,0.0,0.008,0.0,0.065,0.019,0.372,0.204
PRO_PIP4K2A,0.0,0.0,0.0,0.0,0.001,0.0,0.006,0.002,0.056,0.016
PRO_RFXAP,0.0,0.0,0.0,0.0,0.002,0.0,0.04,0.005,0.36,0.188
PRO_KIF22,0.0,0.0,0.021,0.001,0.072,0.022,0.22,0.1,0.554,0.406
PRO_BACH2,0.0,0.0,0.0,0.0,0.002,0.0,0.043,0.007,0.397,0.211
PRO_ELMO1,0.0,0.0,0.0,0.0,0.001,0.0,0.032,0.008,0.361,0.185
PRO_NUP98,0.0,0.0,0.0,0.0,0.002,0.0,0.053,0.012,0.401,0.208
PRO_DDX6,0.0,0.0,0.0,0.0,0.001,0.0,0.006,0.001,0.107,0.035
PRO_TWF1,0.0,0.0,0.0,0.0,0.003,0.0,0.039,0.015,0.288,0.145
PRO_HERC5,0.0,0.0,0.0,0.0,0.022,0.002,0.125,0.048,0.49,0.29
PRO_PPARA,0.0,0.0,0.0,0.0,0.008,0.0,0.085,0.032,0.406,0.237
PRO_CBX7,0.0,0.0,0.0,0.0,0.001,0.0,0.036,0.008,0.326,0.14
PRO_PRKG1,0.0,0.0,0.001,0.0,0.004,0.001,0.019,0.007,0.287,0.121
PRO_SPP1,0.0,0.0,0.0,0.0,0.005,0.0,0.075,0.02,0.379,0.214
PRO_LDLR,0.0,0.0,0.283,0.028,0.507,0.394,0.706,0.56,0.962,0.885
PRO_IGHG2,0.0,0.0,0.0,0.0,0.015,0.001,0.169,0.065,0.474,0.336
PRO_DERL1,0.0,0.0,0.005,0.0,0.055,0.012,0.102,0.061,0.325,0.193
PRO_DEFB4A,0.0,0.0,0.0,0.0,0.01,0.003,0.074,0.026,0.392,0.21
PRO_SLC14A1,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.001,0.314,0.146
PRO_MAZ,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.004,0.244,0.103
PRO_RCAN1,0.0,0.0,0.0,0.0,0.03,0.0,0.191,0.085,0.524,0.369
PRO_PTH1R,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.001,0.488,0.224
PRO_LTB4R,0.0,0.0,0.0,0.0,0.034,0.006,0.096,0.041,0.349,0.2
PRO_UNC93B1,0.0,0.0,0.0,0.0,0.004,0.0,0.064,0.015,0.387,0.203
PRO_HSPA9,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.004,0.288,0.123
PRO_F8,0.0,0.0,0.0,0.0,0.012,0.001,0.045,0.015,0.31,0.156
PRO_RBL2,0.0,0.0,0.0,0.0,0.008,0.0,0.146,0.045,0.535,0.358
PRO_GTF2I,0.0,0.0,0.004,0.0,0.069,0.005,0.33,0.144,0.701,0.552
PRO_CREBBP,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.004,0.351,0.186
PRO_MAD1L1,0.0,0.0,0.003,0.001,0.038,0.011,0.087,0.035,0.424,0.221
PRO_KMT2D,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.001,0.228,0.087
PRO_IFIT3,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.019,0.474,0.276
PRO_CCT7,0.0,0.0,0.0,0.0,0.003,0.0,0.012,0.003,0.116,0.045
PRO_ODC1,0.0,0.0,0.0,0.0,0.054,0.009,0.274,0.124,0.598,0.466
PRO_KIAA0319L,0.0,0.0,0.011,0.001,0.099,0.032,0.181,0.105,0.526,0.337
PRO_CLTC,0.0,0.0,0.0,0.0,0.002,0.0,0.043,0.01,0.339,0.176
PRO_IL12B,0.0,0.0,0.0,0.0,0.011,0.0,0.112,0.044,0.374,0.238
PRO_DAPK1,0.0,0.0,0.0,0.0,0.001,0.0,0.028,0.008,0.315,0.138
PRO_KIF3A,0.0,0.0,0.0,0.0,0.006,0.002,0.036,0.013,0.345,0.173
PRO_PC,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.368,0.143
PRO_FBL,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.19,0.06
PRO_CHD7,0.0,0.0,0.0,0.0,0.004,0.0,0.028,0.007,0.289,0.125
PRO_TNFAIP3,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.371,0.132
PRO_TANK,0.0,0.0,0.0,0.0,0.052,0.006,0.107,0.055,0.335,0.187
PRO_FOXC2,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.004,0.477,0.203
PRO_DEF6,0.0,0.0,0.015,0.0,0.1,0.029,0.172,0.101,0.465,0.286
PRO_HBEGF,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.007,0.29,0.13
PRO_PSMA4,0.0,0.0,0.0,0.0,0.002,0.0,0.057,0.013,0.423,0.248
PRO_C1QC,0.0,0.0,0.0,0.0,0.004,0.0,0.046,0.008,0.357,0.183
PRO_PRDM1,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.093,0.018
PRO_EIF2AK4,0.0,0.0,0.005,0.0,0.073,0.018,0.174,0.094,0.471,0.321
PRO_HNRNPH1,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.006,0.424,0.227
PRO_UBE2E1,0.0,0.0,0.096,0.014,0.137,0.067,0.147,0.107,0.439,0.225
PRO_STAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.004,0.271,0.114
PRO_CTCF,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.169,0.049
PRO_C8G,0.0,0.0,0.0,0.0,0.005,0.001,0.041,0.014,0.315,0.141
PRO_CCNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.002,0.311,0.15
PRO_GAP43,0.0,0.0,0.001,0.0,0.002,0.002,0.006,0.003,0.103,0.03
PRO_GBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.009,0.392,0.215
PRO_LAMTOR2,0.0,0.0,0.0,0.0,0.003,0.0,0.077,0.021,0.408,0.238
PRO_FCGR3A,0.0,0.0,0.0,0.0,0.011,0.002,0.114,0.038,0.448,0.267
PRO_GAL,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.078,0.02
PRO_OTC,0.0,0.0,0.0,0.0,0.05,0.007,0.262,0.116,0.57,0.429
PRO_GUSB,0.0,0.0,0.0,0.0,0.003,0.0,0.064,0.014,0.431,0.259
PRO_MUC16,0.0,0.0,0.0,0.0,0.051,0.003,0.233,0.109,0.557,0.419
PRO_CR2,0.0,0.0,0.0,0.0,0.003,0.0,0.033,0.005,0.302,0.151
PRO_CFHR2,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.009,0.433,0.236
PRO_GC,0.0,0.0,0.002,0.0,0.067,0.014,0.208,0.12,0.498,0.352
PRO_KRT19,0.0,0.0,0.002,0.0,0.062,0.014,0.23,0.115,0.625,0.429
PRO_MOG,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.005,0.399,0.208
PRO_BMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.003,0.418,0.218
PRO_BRAF,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.001,0.407,0.196
PRO_STAT5B,0.0,0.0,0.002,0.0,0.031,0.003,0.133,0.049,0.472,0.276
PRO_HSPA5,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.005,0.288,0.121
PRO_CDH17,0.0,0.0,0.0,0.0,0.042,0.007,0.173,0.074,0.593,0.4
PRO_CD69,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.007,0.418,0.205
PRO_CFHR3,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.253,0.089
PRO_CFLAR,0.0,0.0,0.021,0.0,0.151,0.05,0.226,0.136,0.502,0.34
PRO_SCO2,0.0,0.0,0.0,0.0,0.003,0.0,0.046,0.016,0.331,0.158
PRO_RNASET2,0.0,0.0,0.089,0.007,0.35,0.202,0.418,0.325,0.6,0.475
PRO_TLR3,0.0,0.0,0.0,0.0,0.04,0.014,0.112,0.062,0.389,0.248
PRO_F13A1|F13B,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.005,0.345,0.163
PRO_HBB,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.258,0.092
PRO_IRF3,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.002,0.092,0.032
PRO_ANXA3,0.0,0.0,0.001,0.0,0.003,0.001,0.063,0.011,0.522,0.292
PRO_MAP2K6,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.006,0.392,0.204
PRO_PSIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.131,0.034
PRO_TCL1A,0.0,0.0,0.0,0.0,0.001,0.0,0.096,0.021,0.426,0.264
PRO_YY1,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.015,0.44,0.259
PRO_EIF4EBP1,0.0,0.0,0.0,0.0,0.001,0.0,0.018,0.002,0.266,0.114
PRO_HMOX1,0.0,0.0,0.001,0.0,0.019,0.005,0.06,0.023,0.365,0.187
PRO_CP,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.139,0.033
PRO_MX1,0.0,0.0,0.012,0.0,0.118,0.051,0.256,0.158,0.616,0.449
PRO_VSIG4,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.243,0.088
PRO_CD46,0.0,0.0,0.0,0.0,0.003,0.0,0.018,0.005,0.201,0.092
PRO_PSME2,0.0,0.0,0.0,0.0,0.001,0.0,0.005,0.001,0.056,0.014
PRO_UGT1A1,0.0,0.0,0.0,0.0,0.002,0.0,0.067,0.017,0.4,0.233
PRO_HSPH1,0.0,0.0,0.256,0.051,0.424,0.342,0.526,0.435,0.776,0.629
PRO_WWOX,0.0,0.0,0.259,0.015,0.49,0.414,0.563,0.495,0.834,0.705
PRO_PTTG1,0.0,0.0,0.0,0.0,0.007,0.001,0.107,0.027,0.474,0.289
PRO_TRAF1,0.0,0.0,0.0,0.0,0.002,0.0,0.02,0.005,0.231,0.102
PRO_ARG2,0.0,0.0,0.0,0.0,0.002,0.0,0.038,0.013,0.282,0.132
PRO_NCF1,0.0,0.0,0.0,0.0,0.015,0.0,0.124,0.049,0.444,0.29
PRO_UBD,0.0,0.0,0.0,0.0,0.014,0.0,0.08,0.021,0.364,0.193
PRO_SNRPD3,0.0,0.0,0.002,0.0,0.024,0.005,0.11,0.031,0.531,0.307
PRO_RAB32,0.0,0.0,0.002,0.0,0.005,0.0,0.015,0.003,0.146,0.048
PRO_PMM2,0.0,0.0,0.002,0.0,0.006,0.0,0.019,0.009,0.214,0.087
PRO_CUL1,0.0,0.0,0.0,0.0,0.002,0.0,0.014,0.002,0.189,0.067
PRO_DDIT4,0.0,0.0,0.0,0.0,0.006,0.0,0.088,0.038,0.463,0.279
PRO_KLF4,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.396,0.122
PRO_CASP8,0.0,0.0,0.0,0.0,0.098,0.021,0.352,0.22,0.566,0.476
PRO_IRAK4,0.0,0.0,0.012,0.001,0.045,0.012,0.097,0.054,0.41,0.228
PRO_SMS,0.0,0.0,0.003,0.0,0.033,0.01,0.071,0.044,0.326,0.163
PRO_ALDOB,0.0,0.0,0.0,0.0,0.028,0.003,0.193,0.079,0.564,0.401
PRO_RANBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.088,0.026
PRO_GNG11,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.002,0.228,0.089
PRO_CDKN1A,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.007,0.385,0.225
PRO_ASRGL1,0.0,0.0,0.0,0.0,0.01,0.001,0.093,0.029,0.446,0.257
PRO_RTP4,0.0,0.0,0.0,0.0,0.005,0.0,0.053,0.024,0.294,0.162
PRO_MTHFD2,0.0,0.0,0.17,0.005,0.469,0.327,0.509,0.447,0.714,0.59
PRO_IDH1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.196,0.059
PRO_PSMB4,0.0,0.0,0.008,0.0,0.249,0.083,0.493,0.325,0.718,0.622
PRO_ALB,0.0,0.0,0.0,0.0,0.011,0.0,0.084,0.023,0.461,0.268
PRO_ALDH2,0.0,0.0,0.001,0.0,0.054,0.014,0.187,0.087,0.547,0.377
PRO_IFNA1,0.0,0.0,0.0,0.0,0.036,0.006,0.161,0.08,0.442,0.285
PRO_EIF4A1,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.001,0.12,0.038
PRO_TG,0.0,0.0,0.0,0.0,0.008,0.001,0.101,0.036,0.436,0.266
PRO_CEBPA,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.016,0.418,0.242
PRO_COL3A1,0.0,0.0,0.001,0.0,0.03,0.006,0.109,0.042,0.437,0.272
PRO_ADGRG1,0.0,0.0,0.0,0.0,0.002,0.0,0.058,0.008,0.364,0.195
PRO_HRAS,0.0,0.0,0.047,0.002,0.116,0.068,0.153,0.112,0.392,0.242
PRO_KIR3DL1,0.0,0.0,0.0,0.0,0.01,0.001,0.064,0.018,0.385,0.201
PRO_PSMA5,0.0,0.0,0.001,0.0,0.021,0.002,0.121,0.04,0.487,0.292
PRO_TLR5,0.0,0.0,0.042,0.0,0.292,0.114,0.557,0.375,0.839,0.738
PRO_PSMB9,0.0,0.0,0.177,0.0,0.446,0.225,0.615,0.469,0.837,0.744
PRO_RGS1,0.0,0.0,0.018,0.001,0.097,0.029,0.128,0.083,0.435,0.243
PRO_RAC2,0.0,0.0,0.0,0.0,0.009,0.005,0.01,0.008,0.109,0.035
PRO_MECP2,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.001,0.361,0.182
PRO_SH3BGRL2,0.0,0.0,0.0,0.0,0.005,0.0,0.018,0.006,0.18,0.067
PRO_DDIT3,0.0,0.0,0.0,0.0,0.01,0.005,0.075,0.031,0.443,0.253
PRO_PSTPIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.017,0.471,0.297
PRO_STAMBP,0.0,0.0,0.149,0.033,0.229,0.146,0.235,0.19,0.549,0.316
PRO_UBE2L6,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.337,0.143
PRO_NFKBIA,0.0,0.0,0.0,0.0,0.021,0.002,0.114,0.058,0.436,0.249
PRO_NUTF2,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.204,0.068
PRO_BLNK,0.0,0.0,0.0,0.0,0.003,0.0,0.104,0.024,0.501,0.297
PRO_GSTT1,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.004,0.38,0.182
PRO_GMPR,0.0,0.0,0.0,0.0,0.011,0.001,0.094,0.033,0.458,0.27
PRO_EIF4E,0.0,0.0,0.0,0.0,0.012,0.003,0.013,0.007,0.132,0.032
PRO_G6PD,0.0,0.0,0.0,0.0,0.004,0.0,0.013,0.005,0.2,0.06
PRO_ACP3,0.0,0.0,0.001,0.0,0.031,0.003,0.147,0.067,0.49,0.311
PRO_VAMP7,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.34,0.165
PRO_UPP1,0.0,0.0,0.149,0.017,0.304,0.178,0.487,0.344,0.798,0.654
PRO_KDSR,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.034,0.554,0.334
PRO_CR1,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.001,0.325,0.178
PRO_IL15,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.002,0.274,0.107
PRO_KPNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.265,0.088
PRO_RPSA,0.0,0.0,0.0,0.0,0.068,0.017,0.148,0.092,0.416,0.266
PRO_FGL2,0.0,0.0,0.0,0.0,0.005,0.0,0.068,0.02,0.413,0.239
PRO_HLA-G,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.001,0.341,0.16
PRO_ADA,0.0,0.0,0.0,0.0,0.011,0.002,0.131,0.037,0.519,0.343
PRO_SIRT1,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.136,0.038
PRO_NFKBIE,0.0,0.0,0.0,0.0,0.011,0.003,0.086,0.033,0.434,0.257
PRO_RAB11B,0.0,0.0,0.006,0.0,0.036,0.005,0.079,0.025,0.393,0.186
PRO_OGG1,0.0,0.0,0.072,0.0,0.478,0.274,0.541,0.435,0.702,0.597
PRO_MEOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.007,0.427,0.236
PRO_ITGAV|ITGB3,0.0,0.0,0.017,0.0,0.117,0.034,0.341,0.162,0.749,0.571
PRO_IFIH1,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.007,0.355,0.191
PRO_MME,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.133,0.056
PRO_STAT5A,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.001,0.163,0.042
PRO_IMMP2L,0.0,0.0,0.0,0.0,0.002,0.0,0.095,0.018,0.49,0.328
PRO_CIB1,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.004,0.331,0.166
PRO_MCAM,0.0,0.0,0.0,0.0,0.007,0.0,0.065,0.018,0.42,0.218
PRO_CD6,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.001,0.255,0.091
PRO_CD28,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.222,0.083
PRO_IL12A|EBI3,0.0,0.0,0.043,0.002,0.197,0.107,0.408,0.259,0.755,0.622
PRO_SCARB1,0.0,0.0,0.0,0.0,0.002,0.0,0.067,0.011,0.406,0.227
PRO_CNTN3,0.0,0.0,0.056,0.0,0.39,0.223,0.588,0.461,0.831,0.722
PRO_NPY,0.0,0.0,0.002,0.0,0.105,0.03,0.251,0.132,0.573,0.409
PRO_EMG1,0.0,0.0,0.002,0.001,0.004,0.003,0.011,0.005,0.213,0.082
PRO_RPL5,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.196,0.072
PRO_CDK2,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.265,0.088
PRO_SGK1,0.0,0.0,0.024,0.005,0.058,0.024,0.148,0.07,0.452,0.289
PRO_CEBPE,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.002,0.532,0.249
