,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.5}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
LPS_cMC_166Er_NFkB,0.0,0.0,0.001,0.0,0.013,0.002,0.062,0.014,0.393,0.162
LPS_cMC_167Er_ERK,0.0,0.0,0.001,0.0,0.178,0.048,0.366,0.207,0.646,0.477
LPS_CXCR4neutro_149Sm_CREB,0.0,0.0,0.007,0.001,0.175,0.069,0.343,0.188,0.676,0.495
LPS_CXCR4neutro_151Eu_p38,0.0,0.0,0.011,0.0,0.168,0.064,0.353,0.175,0.681,0.477
LPS_CXCR4neutro_155Gd_S6,0.0,0.0,0.0,0.0,0.243,0.085,0.445,0.257,0.751,0.577
LPS_CXCR4neutro_159Tb_MAPKAPK2,0.0,0.0,0.008,0.0,0.144,0.058,0.284,0.135,0.637,0.425
LPS_CXCR4neutro_164Dy_IkB,0.0,0.0,0.005,0.0,0.372,0.191,0.59,0.44,0.831,0.711
LPS_CXCR4neutro_166Er_NFkB,0.0,0.0,0.0,0.0,0.078,0.017,0.259,0.117,0.633,0.444
LPS_CXCR4neutro_167Er_ERK,0.0,0.0,0.0,0.0,0.119,0.034,0.33,0.171,0.651,0.471
LPS_DC_149Sm_CREB,0.0,0.0,0.0,0.0,0.012,0.0,0.103,0.023,0.517,0.289
LPS_DC_151Eu_p38,0.0,0.0,0.0,0.0,0.165,0.034,0.38,0.235,0.716,0.536
LPS_DC_155Gd_S6,0.0,0.0,0.068,0.001,0.712,0.514,0.835,0.698,0.956,0.904
LPS_DC_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.202,0.081,0.414,0.254,0.709,0.542
LPS_DC_164Dy_IkB,0.0,0.0,0.005,0.0,0.123,0.034,0.316,0.157,0.667,0.461
LPS_DC_166Er_NFkB,0.0,0.0,0.001,0.0,0.121,0.029,0.254,0.126,0.614,0.377
LPS_DC_167Er_ERK,0.0,0.0,0.0,0.0,0.189,0.065,0.378,0.235,0.673,0.515
LPS_Granulocytes_149Sm_CREB,0.0,0.0,0.035,0.0,0.472,0.282,0.685,0.515,0.875,0.768
LPS_Granulocytes_151Eu_p38,0.0,0.0,0.007,0.0,0.219,0.086,0.388,0.238,0.699,0.505
LPS_Granulocytes_155Gd_S6,0.0,0.0,0.001,0.0,0.129,0.049,0.265,0.11,0.641,0.43
LPS_Granulocytes_159Tb_MAPKAPK2,0.0,0.0,0.024,0.0,0.446,0.238,0.631,0.441,0.843,0.718
LPS_Granulocytes_164Dy_IkB,0.0,0.0,0.003,0.0,0.05,0.016,0.199,0.069,0.612,0.412
LPS_Granulocytes_166Er_NFkB,0.0,0.0,0.003,0.0,0.207,0.096,0.412,0.27,0.712,0.538
LPS_Granulocytes_167Er_ERK,0.0,0.0,0.003,0.0,0.258,0.11,0.486,0.324,0.764,0.607
LPS_intMC_149Sm_CREB,0.0,0.0,0.0,0.0,0.027,0.003,0.15,0.043,0.538,0.301
LPS_intMC_151Eu_p38,0.0,0.0,0.0,0.0,0.017,0.004,0.112,0.036,0.522,0.281
LPS_intMC_155Gd_S6,0.0,0.0,0.0,0.0,0.164,0.05,0.361,0.219,0.667,0.477
LPS_intMC_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.055,0.012,0.19,0.072,0.555,0.346
LPS_intMC_164Dy_IkB,0.0,0.0,0.0,0.0,0.077,0.016,0.227,0.079,0.564,0.357
LPS_intMC_166Er_NFkB,0.0,0.0,0.0,0.0,0.016,0.0,0.112,0.027,0.525,0.286
LPS_intMC_167Er_ERK,0.0,0.0,0.001,0.0,0.175,0.068,0.416,0.224,0.741,0.558
LPS_mDC_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.002,0.378,0.145
LPS_mDC_151Eu_p38,0.0,0.0,0.0,0.0,0.025,0.006,0.107,0.04,0.461,0.226
LPS_mDC_155Gd_S6,0.0,0.0,0.0,0.0,0.021,0.001,0.15,0.054,0.591,0.351
LPS_mDC_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.157,0.059,0.265,0.138,0.549,0.359
LPS_mDC_164Dy_IkB,0.0,0.0,0.069,0.006,0.32,0.179,0.476,0.321,0.754,0.577
LPS_mDC_166Er_NFkB,0.0,0.0,0.011,0.0,0.151,0.061,0.313,0.188,0.652,0.445
LPS_mDC_167Er_ERK,0.0,0.0,0.0,0.0,0.171,0.046,0.386,0.224,0.726,0.535
LPS_MDSC_149Sm_CREB,0.0,0.0,0.0,0.0,0.019,0.003,0.109,0.029,0.463,0.237
LPS_MDSC_151Eu_p38,0.0,0.0,0.0,0.0,0.015,0.0,0.09,0.018,0.493,0.222
LPS_MDSC_155Gd_S6,0.0,0.0,0.001,0.0,0.014,0.004,0.17,0.042,0.553,0.302
LPS_MDSC_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.009,0.528,0.284
LPS_MDSC_164Dy_IkB,0.0,0.0,0.0,0.0,0.016,0.002,0.096,0.026,0.467,0.255
LPS_MDSC_166Er_NFkB,0.0,0.0,0.0,0.0,0.032,0.007,0.098,0.036,0.439,0.208
LPS_MDSC_167Er_ERK,0.0,0.0,0.003,0.0,0.275,0.132,0.434,0.287,0.677,0.52
LPS_ncMC_149Sm_CREB,0.0,0.0,0.006,0.0,0.089,0.029,0.19,0.07,0.546,0.311
LPS_ncMC_151Eu_p38,0.0,0.0,0.0,0.0,0.038,0.008,0.206,0.074,0.637,0.39
LPS_ncMC_155Gd_S6,0.0,0.0,0.019,0.001,0.335,0.113,0.72,0.44,0.932,0.834
LPS_ncMC_159Tb_MAPKAPK2,0.0,0.0,0.001,0.0,0.086,0.031,0.235,0.1,0.592,0.37
LPS_ncMC_164Dy_IkB,0.0,0.0,0.0,0.0,0.087,0.019,0.263,0.116,0.643,0.421
LPS_ncMC_166Er_NFkB,0.0,0.0,0.018,0.0,0.23,0.117,0.37,0.226,0.668,0.476
LPS_ncMC_167Er_ERK,0.0,0.0,0.009,0.0,0.123,0.057,0.275,0.125,0.636,0.401
LPS_NK_149Sm_CREB,0.0,0.0,0.007,0.0,0.034,0.005,0.089,0.028,0.437,0.192
LPS_NK_159Tb_MAPKAPK2,0.0,0.0,0.006,0.0,0.015,0.0,0.099,0.026,0.464,0.237
LPS_NK_164Dy_IkB,0.0,0.0,0.004,0.0,0.012,0.001,0.06,0.008,0.359,0.161
LPS_NK_166Er_NFkB,0.0,0.0,0.002,0.0,0.027,0.005,0.171,0.048,0.557,0.328
LPS_pDC_149Sm_CREB,0.0,0.0,0.0,0.0,0.142,0.048,0.321,0.165,0.651,0.426
LPS_pDC_151Eu_p38,0.0,0.0,0.0,0.0,0.079,0.015,0.191,0.081,0.565,0.339
LPS_pDC_155Gd_S6,0.0,0.0,0.0,0.0,0.066,0.023,0.211,0.087,0.627,0.384
LPS_pDC_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.123,0.058,0.228,0.119,0.598,0.37
LPS_pDC_164Dy_IkB,0.0,0.0,0.004,0.0,0.161,0.068,0.372,0.227,0.737,0.566
LPS_pDC_166Er_NFkB,0.0,0.0,0.003,0.0,0.079,0.018,0.282,0.105,0.645,0.447
LPS_pDC_167Er_ERK,0.0,0.0,0.0,0.0,0.009,0.0,0.156,0.033,0.59,0.392
LPS_Treg_159Tb_MAPKAPK2,0.0,0.0,0.02,0.0,0.057,0.011,0.155,0.063,0.502,0.297
LPS_Treg_164Dy_IkB,0.0,0.0,0.0,0.0,0.021,0.002,0.132,0.038,0.452,0.275
LPS_Treg_166Er_NFkB,0.0,0.0,0.0,0.0,0.01,0.001,0.075,0.015,0.436,0.201
LPS_Tregmem_159Tb_MAPKAPK2,0.0,0.0,0.028,0.0,0.075,0.028,0.183,0.082,0.544,0.339
LPS_Tregmem_164Dy_IkB,0.0,0.0,0.008,0.001,0.039,0.005,0.137,0.051,0.436,0.275
LPS_Tregmem_166Er_NFkB,0.0,0.0,0.001,0.0,0.027,0.008,0.115,0.029,0.467,0.256
LPS_Tregnaive_149Sm_CREB,0.0,0.0,0.012,0.0,0.187,0.091,0.362,0.209,0.652,0.481
LPS_Tregnaive_155Gd_S6,0.0,0.0,0.008,0.0,0.17,0.077,0.39,0.209,0.713,0.537
LPS_Tregnaive_159Tb_MAPKAPK2,0.0,0.0,0.002,0.0,0.097,0.035,0.309,0.133,0.699,0.492
LPS_Tregnaive_164Dy_IkB,0.0,0.0,0.004,0.0,0.063,0.024,0.205,0.076,0.626,0.402
LPS_Tregnaive_166Er_NFkB,0.0,0.0,0.001,0.0,0.082,0.019,0.275,0.135,0.682,0.47
LPS_Tregnaive_167Er_ERK,0.0,0.0,0.002,0.0,0.209,0.089,0.448,0.267,0.759,0.592
