,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
CD4negCD8negTcells_pMK2_PI,0.086,0.066,0.061,0.058,0.031,0.006,0.0,0.0,0.0,0.0
Granulocytes_pMK2_PI,0.123,0.103,0.064,0.033,0.029,0.002,0.0,0.0,0.0,0.0
MDSCs_pMK2_PI,0.066,0.016,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pMK2_PI,0.009,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pMK2_PI,0.611,0.539,0.366,0.108,0.006,0.0,0.0,0.0,0.0,0.0
pDCs_pMK2_PI,0.334,0.337,0.308,0.208,0.05,0.005,0.0,0.0,0.0,0.0
Bcells_pNFkB_PI,0.177,0.123,0.031,0.001,0.001,0.0,0.0,0.0,0.0,0.0
CD4Tem_pNFkB_PI,0.038,0.018,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pNFkB_PI,0.397,0.241,0.09,0.018,0.002,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pNFkB_PI,0.214,0.129,0.067,0.029,0.006,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pNFkB_PI,0.04,0.013,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pNFkB_PI,0.199,0.107,0.045,0.009,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pNFkB_PI,0.155,0.138,0.155,0.169,0.105,0.007,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pNFkB_PI,0.837,0.79,0.669,0.543,0.314,0.024,0.0,0.0,0.0,0.0
CD8Teff_pNFkB_PI,0.096,0.039,0.014,0.005,0.003,0.0,0.0,0.0,0.0,0.0
CD8Tem_pNFkB_PI,0.336,0.191,0.036,0.006,0.001,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pNFkB_PI,0.046,0.014,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pNFkB_PI,0.152,0.06,0.012,0.001,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pNFkB_PI,0.034,0.025,0.02,0.006,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pNFkB_PI,0.119,0.09,0.046,0.003,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pNFkB_PI,0.064,0.023,0.012,0.01,0.006,0.002,0.0,0.0,0.0,0.0
NKT_pNFkB_PI,0.205,0.101,0.032,0.006,0.001,0.0,0.0,0.0,0.0,0.0
intMCs_pNFkB_PI,0.016,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pNFkB_PI,0.19,0.149,0.099,0.018,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pNFkB_PI,0.38,0.272,0.121,0.028,0.001,0.0,0.0,0.0,0.0,0.0
Bcells_pS6_PI,0.642,0.56,0.336,0.068,0.001,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pS6_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pS6_PI,0.001,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pS6_PI,0.054,0.033,0.023,0.004,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pS6_PI,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pS6_PI,0.001,0.007,0.009,0.005,0.001,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pS6_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pS6_PI,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pS6_PI,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pS6_PI,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pS6_PI,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pS6_PI,0.741,0.74,0.668,0.375,0.015,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pS6_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pS6_PI,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pS6_PI,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pS6_PI,0.034,0.032,0.016,0.002,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pS6_PI,0.011,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pS6_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pS6_PI,0.932,0.895,0.773,0.478,0.173,0.007,0.0,0.0,0.0,0.0
MDSCs_pS6_PI,0.013,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pS6_PI,0.063,0.046,0.031,0.017,0.002,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pS6_PI,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pS6_PI,0.018,0.01,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pS6_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pS6_PI,0.085,0.041,0.013,0.003,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pS6_PI,0.066,0.043,0.015,0.001,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pS6_PI,0.154,0.103,0.054,0.018,0.001,0.0,0.0,0.0,0.0,0.0
pDCs_pS6_PI,0.024,0.022,0.013,0.004,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT1_PI,0.009,0.008,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT1_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT1_PI,0.007,0.006,0.006,0.004,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT1_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT3_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT3_PI,0.052,0.035,0.013,0.002,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT3_PI,0.941,0.919,0.678,0.249,0.024,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT3_PI,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT3_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT3_PI,0.212,0.179,0.144,0.067,0.01,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT3_PI,0.166,0.166,0.157,0.157,0.116,0.036,0.0,0.0,0.0,0.0
intMCs_pSTAT3_PI,0.005,0.009,0.016,0.037,0.033,0.009,0.0,0.0,0.0,0.0
ncMCs_pSTAT3_PI,0.098,0.058,0.019,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT5_PI,0.034,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT5_PI,0.918,0.916,0.877,0.806,0.372,0.01,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT5_PI,0.607,0.563,0.45,0.258,0.032,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT5_PI,0.027,0.009,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pSTAT5_PI,0.591,0.531,0.43,0.305,0.141,0.034,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT5_PI,0.055,0.026,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT5_PI,0.092,0.085,0.075,0.031,0.001,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT5_PI,0.307,0.27,0.214,0.211,0.225,0.001,0.0,0.0,0.0,0.0
cMCs_pSTAT5_PI,0.031,0.025,0.012,0.002,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT5_PI,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT5_PI,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pSTAT5_PI,0.052,0.039,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT6_PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT6_PI,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT6_PI,0.049,0.008,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT6_PI,0.14,0.091,0.066,0.048,0.027,0.001,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT6_PI,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT6_PI,0.171,0.106,0.06,0.034,0.014,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT6_PI,0.039,0.033,0.031,0.024,0.001,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT6_PI,0.097,0.038,0.014,0.002,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT6_PI,0.014,0.024,0.016,0.002,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT6_PI,0.072,0.073,0.051,0.024,0.001,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT6_PI,0.001,0.001,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0
