,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
CD4Tnaive_pSTAT5_LPS,0.96,0.955,0.936,0.87,0.476,0.022,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT5_LPS,0.077,0.054,0.035,0.01,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT5_LPS,0.096,0.069,0.027,0.004,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT5_LPS,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT5_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT5_LPS,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT5_LPS,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT5_LPS,0.162,0.144,0.104,0.065,0.017,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT6_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT6_LPS,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT6_LPS,0.104,0.088,0.083,0.053,0.007,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT6_LPS,0.513,0.504,0.416,0.197,0.023,0.001,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT6_LPS,0.317,0.265,0.148,0.034,0.003,0.001,0.0,0.0,0.0,0.0
cMCs_pSTAT6_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT6_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT6_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT6_LPS,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
