,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
ncMCs_pS6_GMCSF,0.557,0.427,0.297,0.374,0.193,0.094,0.158,0.035,0.008,0.029,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pS6_GMCSF,0.394,0.22,0.087,0.259,0.104,0.022,0.123,0.023,0.0,0.024,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT3_GMCSF,0.585,0.534,0.52,0.527,0.451,0.336,0.413,0.238,0.091,0.209,0.026,0.001,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT3_GMCSF,0.448,0.288,0.161,0.326,0.172,0.08,0.214,0.092,0.027,0.12,0.031,0.008,0.043,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT3_GMCSF,0.613,0.547,0.506,0.576,0.522,0.497,0.542,0.499,0.47,0.51,0.43,0.289,0.405,0.249,0.058,0.236,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT5_GMCSF,0.913,0.781,0.546,0.838,0.644,0.396,0.707,0.493,0.313,0.55,0.392,0.187,0.417,0.127,0.002,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT5_GMCSF,0.452,0.228,0.075,0.361,0.179,0.042,0.297,0.146,0.031,0.24,0.095,0.01,0.136,0.007,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT5_GMCSF,0.113,0.031,0.001,0.115,0.029,0.0,0.126,0.031,0.0,0.132,0.022,0.0,0.069,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT5_GMCSF,0.087,0.025,0.0,0.083,0.018,0.0,0.091,0.008,0.0,0.093,0.001,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT5_GMCSF,0.254,0.109,0.018,0.226,0.086,0.007,0.231,0.075,0.007,0.225,0.043,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pSTAT5_GMCSF,0.266,0.1,0.029,0.093,0.015,0.001,0.025,0.002,0.0,0.007,0.001,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT5_GMCSF,0.521,0.362,0.22,0.404,0.244,0.112,0.29,0.143,0.049,0.191,0.066,0.013,0.079,0.007,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT6_GMCSF,0.107,0.043,0.006,0.097,0.031,0.005,0.094,0.019,0.001,0.082,0.006,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT6_GMCSF,0.147,0.076,0.021,0.14,0.057,0.01,0.133,0.04,0.003,0.12,0.017,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT6_GMCSF,0.173,0.088,0.024,0.164,0.064,0.012,0.167,0.054,0.009,0.153,0.024,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT6_GMCSF,0.113,0.048,0.009,0.099,0.027,0.003,0.105,0.024,0.001,0.095,0.006,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT6_GMCSF,0.231,0.128,0.054,0.207,0.094,0.024,0.213,0.091,0.021,0.21,0.059,0.001,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
