,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.5}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
ADGRG2,0.0,0.0,0.019,0.0,0.065,0.029,0.175,0.084,0.564,0.361
ADH4,0.0,0.0,0.0,0.0,0.001,0.0,0.006,0.001,0.118,0.031
ADM,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.032,0.008
AFP,0.0,0.0,0.0,0.0,0.012,0.004,0.13,0.054,0.42,0.305
AGER,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.155,0.054
AGR2,0.0,0.0,0.001,0.0,0.003,0.001,0.013,0.004,0.125,0.061
AGR3,0.0,0.0,0.0,0.0,0.027,0.005,0.117,0.058,0.416,0.261
AGRN,0.0,0.0,0.003,0.0,0.004,0.002,0.034,0.005,0.515,0.227
AGRP,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.15,0.053
AGXT,0.0,0.0,0.001,0.0,0.004,0.001,0.04,0.014,0.292,0.13
AHCY,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.02,0.009
AHSP,0.0,0.0,0.0,0.0,0.017,0.005,0.043,0.026,0.185,0.1
AIF1,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.106,0.032
AIFM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0
AK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.004
AKR1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.073,0.02
AKR1C4,0.0,0.0,0.002,0.0,0.044,0.025,0.098,0.063,0.333,0.211
AKT1S1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.005
AKT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.002
ALCAM,0.0,0.0,0.003,0.0,0.016,0.005,0.107,0.036,0.397,0.264
ALDH1A1,0.0,0.0,0.0,0.0,0.004,0.001,0.011,0.003,0.11,0.037
ALDH3A1,0.0,0.0,0.001,0.0,0.009,0.002,0.085,0.034,0.484,0.279
ALPP,0.0,0.0,0.0,0.0,0.117,0.028,0.305,0.184,0.602,0.455
AMBN,0.0,0.0,0.003,0.0,0.11,0.043,0.249,0.152,0.548,0.415
AMBP,0.0,0.0,0.0,0.0,0.001,0.001,0.012,0.004,0.169,0.057
AMFR,0.0,0.0,0.0,0.0,0.004,0.0,0.031,0.01,0.21,0.104
AMIGO2,0.0,0.0,0.0,0.0,0.003,0.001,0.054,0.016,0.411,0.218
AMN,0.0,0.0,0.0,0.0,0.004,0.0,0.041,0.009,0.315,0.173
AMY2A,0.0,0.0,0.0,0.0,0.091,0.02,0.234,0.137,0.504,0.386
AMY2B,0.0,0.0,0.0,0.0,0.074,0.02,0.221,0.115,0.504,0.364
ANG,0.0,0.0,0.002,0.0,0.014,0.005,0.037,0.017,0.222,0.12
ANGPT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.005
ANGPT2,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.094,0.027
ANGPTL1,0.0,0.0,0.004,0.0,0.024,0.01,0.066,0.035,0.281,0.175
ANGPTL2,0.0,0.0,0.086,0.0,0.327,0.207,0.528,0.362,0.844,0.704
ANGPTL3,0.0,0.0,0.0,0.0,0.078,0.019,0.328,0.196,0.7,0.561
ANGPTL4,0.0,0.0,0.002,0.0,0.019,0.005,0.062,0.035,0.231,0.145
ANGPTL7,0.0,0.0,0.0,0.0,0.001,0.0,0.014,0.006,0.186,0.07
ANKRD54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0
ANPEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.02
ANXA10,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.143,0.037
ANXA11,0.0,0.0,0.0,0.0,0.002,0.0,0.006,0.004,0.09,0.022
ANXA3,0.0,0.0,0.001,0.0,0.008,0.004,0.063,0.021,0.349,0.2
ANXA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0
ANXA5,0.0,0.0,0.005,0.0,0.008,0.001,0.119,0.031,0.768,0.472
AOC1,0.0,0.0,0.0,0.0,0.118,0.044,0.25,0.172,0.597,0.421
AOC3,0.0,0.0,0.0,0.0,0.002,0.001,0.011,0.005,0.177,0.06
APBB1IP,0.0,0.0,0.002,0.0,0.058,0.025,0.192,0.085,0.555,0.387
APEX1,0.0,0.0,0.005,0.0,0.056,0.016,0.158,0.068,0.578,0.367
APLP1,0.0,0.0,0.0,0.0,0.014,0.001,0.072,0.031,0.298,0.169
APOH,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.069,0.015
APOM,0.0,0.0,0.011,0.0,0.157,0.06,0.418,0.257,0.784,0.635
APP,0.0,0.0,0.0,0.0,0.002,0.001,0.002,0.002,0.023,0.007
APRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.003
AREG,0.0,0.0,0.002,0.0,0.004,0.002,0.045,0.013,0.233,0.122
ARG1,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.004,0.126,0.045
ARHGAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.009
ARHGAP25,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.054,0.013
ARHGEF12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.003
ARID4B,0.0,0.0,0.0,0.0,0.004,0.0,0.018,0.008,0.246,0.11
ARNT,0.0,0.0,0.001,0.0,0.066,0.033,0.164,0.091,0.43,0.297
ARSA,0.0,0.0,0.0,0.0,0.007,0.003,0.029,0.011,0.167,0.076
ARSB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
ART3,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.123,0.034
ARTN,0.0,0.0,0.0,0.0,0.001,0.0,0.042,0.015,0.269,0.152
ASAH2,0.0,0.0,0.0,0.0,0.001,0.0,0.021,0.005,0.226,0.092
ASGR1,0.0,0.0,0.001,0.0,0.001,0.0,0.002,0.001,0.104,0.022
ATF2,0.0,0.0,0.0,0.0,0.015,0.004,0.034,0.019,0.21,0.094
ATG4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.001
ATOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.03,0.007
ATP5IF1,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.062,0.023
ATP5PO,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.015,0.005
ATP6AP2,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.003,0.104,0.046
ATP6V1D,0.0,0.0,0.0,0.0,0.008,0.001,0.043,0.021,0.22,0.113
ATP6V1F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.01
ATXN10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.004
AXIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.006
AXL,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.001,0.17,0.062
AZU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.014
B4GALT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.01
B4GAT1,0.0,0.0,0.0,0.0,0.008,0.001,0.083,0.033,0.351,0.216
BACH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.007
BAG3,0.0,0.0,0.0,0.0,0.002,0.0,0.019,0.005,0.209,0.087
BAG6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0
BAIAP2,0.0,0.0,0.002,0.0,0.187,0.079,0.362,0.258,0.61,0.509
BAMBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0
BANK1,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.029,0.015
BAX,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.033,0.009
BCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.121,0.043
BCAN,0.0,0.0,0.001,0.0,0.014,0.001,0.066,0.031,0.34,0.194
BCL2L11,0.0,0.0,0.0,0.0,0.009,0.004,0.045,0.018,0.19,0.118
BCR,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.035,0.009
BGN,0.0,0.0,0.001,0.0,0.086,0.029,0.254,0.152,0.511,0.409
BID,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.001,0.078,0.018
BIN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0
BIRC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0
BLMH,0.0,0.0,0.001,0.0,0.011,0.002,0.06,0.02,0.35,0.188
BLVRB,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.137,0.043
BMP4,0.0,0.0,0.0,0.0,0.003,0.001,0.027,0.008,0.243,0.119
BMP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.01
BOC,0.0,0.0,0.001,0.0,0.001,0.0,0.013,0.001,0.141,0.057
BPIFB1,0.0,0.0,0.0,0.0,0.001,0.001,0.025,0.007,0.223,0.107
BRK1,0.0,0.0,0.002,0.0,0.017,0.004,0.054,0.025,0.303,0.157
BSG,0.0,0.0,0.004,0.0,0.026,0.005,0.142,0.052,0.698,0.428
BST1,0.0,0.0,0.0,0.0,0.033,0.002,0.215,0.111,0.489,0.376
BST2,0.0,0.0,0.018,0.0,0.016,0.008,0.066,0.018,0.507,0.233
BTC,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.095,0.024
BTN2A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.008
BTN3A2,0.0,0.0,0.0,0.0,0.007,0.002,0.037,0.009,0.281,0.129
C19orf12,0.0,0.0,0.008,0.0,0.057,0.024,0.121,0.08,0.385,0.249
C1QA,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.001,0.06,0.013
C1QTNF1,0.0,0.0,0.0,0.0,0.007,0.002,0.04,0.017,0.193,0.112
C2,0.0,0.0,0.0,0.0,0.002,0.0,0.01,0.003,0.221,0.057
C2CD2L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0
C4BPB,0.0,0.0,0.015,0.0,0.045,0.026,0.062,0.04,0.254,0.139
CA1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.107,0.036
CA11,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.068,0.016
CA12,0.0,0.0,0.002,0.0,0.007,0.002,0.067,0.018,0.36,0.207
CA13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.002
CA14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.004
CA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.007
CA3,0.0,0.0,0.0,0.0,0.001,0.0,0.014,0.001,0.184,0.078
CA4,0.0,0.0,0.0,0.0,0.01,0.002,0.041,0.017,0.202,0.109
CA5A,0.0,0.0,0.037,0.0,0.145,0.071,0.358,0.196,0.768,0.591
CA6,0.0,0.0,0.01,0.0,0.069,0.03,0.139,0.088,0.394,0.268
CA9,0.0,0.0,0.0,0.0,0.001,0.0,0.018,0.004,0.167,0.068
CALB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.01
CALB2,0.0,0.0,0.01,0.0,0.048,0.023,0.178,0.087,0.552,0.355
CALCA,0.0,0.0,0.002,0.0,0.001,0.001,0.01,0.002,0.159,0.05
CALCOCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.001
CAMKK1,0.0,0.0,0.0,0.0,0.01,0.002,0.049,0.017,0.328,0.169
CANT1,0.0,0.0,0.001,0.0,0.001,0.001,0.038,0.01,0.274,0.135
CAPG,0.0,0.0,0.005,0.0,0.079,0.023,0.221,0.115,0.571,0.418
CARHSP1,0.0,0.0,0.0,0.0,0.001,0.0,0.021,0.002,0.19,0.089
CASC4,0.0,0.0,0.023,0.0,0.027,0.004,0.105,0.031,0.625,0.354
CASP1,0.0,0.0,0.002,0.0,0.03,0.006,0.158,0.067,0.499,0.322
CASP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0
CASP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.001
CASP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
CBLIF,0.0,0.0,0.0,0.0,0.006,0.0,0.065,0.02,0.34,0.186
CBLN4,0.0,0.0,0.0,0.0,0.001,0.0,0.008,0.002,0.111,0.044
CC2D1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002
CCDC80,0.0,0.0,0.0,0.0,0.004,0.0,0.035,0.011,0.21,0.12
CCL11,0.0,0.0,0.0,0.0,0.001,0.001,0.009,0.003,0.149,0.059
CCL13,0.0,0.0,0.0,0.0,0.001,0.0,0.005,0.001,0.106,0.038
CCL14,0.0,0.0,0.005,0.0,0.02,0.011,0.054,0.022,0.192,0.108
CCL15,0.0,0.0,0.067,0.0,0.292,0.153,0.506,0.378,0.762,0.652
CCL16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.022
CCL17,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.126,0.05
CCL18,0.0,0.0,0.0,0.0,0.01,0.003,0.03,0.015,0.178,0.073
CCL19,0.0,0.0,0.011,0.0,0.018,0.008,0.052,0.018,0.319,0.154
CCL2,0.0,0.0,0.001,0.0,0.002,0.001,0.011,0.003,0.189,0.054
CCL20,0.0,0.0,0.172,0.0,0.602,0.462,0.771,0.666,0.946,0.883
CCL21,0.0,0.0,0.0,0.0,0.001,0.0,0.01,0.003,0.147,0.061
CCL22,0.0,0.0,0.0,0.0,0.003,0.0,0.049,0.015,0.25,0.127
CCL23,0.0,0.0,0.003,0.0,0.012,0.003,0.038,0.019,0.215,0.102
CCL24,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.003,0.146,0.046
CCL25,0.0,0.0,0.0,0.0,0.005,0.0,0.042,0.015,0.256,0.133
CCL26,0.0,0.0,0.0,0.0,0.024,0.007,0.074,0.037,0.252,0.16
CCL27,0.0,0.0,0.005,0.0,0.044,0.019,0.09,0.052,0.286,0.17
CCL28,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.112,0.029
CCL3,0.0,0.0,0.001,0.0,0.005,0.003,0.042,0.011,0.237,0.112
CCL4,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.069,0.009
CCL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.002
CCL7,0.0,0.0,0.128,0.0,0.19,0.084,0.437,0.203,0.936,0.769
CCL8,0.0,0.0,0.0,0.0,0.002,0.001,0.004,0.002,0.082,0.014
CCN1,0.0,0.0,0.0,0.0,0.001,0.0,0.004,0.001,0.07,0.019
CCN2,0.0,0.0,0.0,0.0,0.025,0.002,0.095,0.044,0.397,0.227
CCN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.024
CCS,0.0,0.0,0.0,0.0,0.009,0.003,0.053,0.02,0.211,0.119
CCT5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.003,0.17,0.061
CD109,0.0,0.0,0.0,0.0,0.003,0.001,0.022,0.008,0.196,0.091
CD14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.004
CD160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
CD163,0.0,0.0,0.0,0.0,0.009,0.001,0.038,0.015,0.2,0.107
CD164,0.0,0.0,0.003,0.0,0.165,0.086,0.312,0.208,0.635,0.494
CD177,0.0,0.0,0.001,0.0,0.097,0.026,0.323,0.187,0.77,0.572
CD1C,0.0,0.0,0.006,0.0,0.026,0.007,0.125,0.056,0.484,0.31
CD200,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.002,0.325,0.142
CD200R1,0.0,0.0,0.0,0.0,0.008,0.003,0.053,0.017,0.308,0.173
CD207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.01
CD209,0.0,0.0,0.0,0.0,0.004,0.001,0.068,0.02,0.346,0.206
CD22,0.0,0.0,0.0,0.0,0.015,0.0,0.075,0.035,0.356,0.205
CD244,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.051,0.013
CD27,0.0,0.0,0.001,0.0,0.001,0.0,0.006,0.001,0.253,0.099
CD274,0.0,0.0,0.0,0.0,0.003,0.0,0.007,0.004,0.079,0.032
CD276,0.0,0.0,0.004,0.0,0.124,0.029,0.36,0.215,0.724,0.578
CD28,0.0,0.0,0.0,0.0,0.005,0.0,0.041,0.012,0.251,0.122
CD2AP,0.0,0.0,0.0,0.0,0.001,0.0,0.006,0.001,0.091,0.025
CD300C,0.0,0.0,0.002,0.0,0.008,0.002,0.038,0.012,0.235,0.13
CD300E,0.0,0.0,0.002,0.0,0.001,0.0,0.003,0.0,0.074,0.026
CD300LF,0.0,0.0,0.0,0.0,0.003,0.0,0.027,0.009,0.195,0.092
CD300LG,0.0,0.0,0.0,0.0,0.004,0.0,0.029,0.008,0.327,0.168
CD302,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.003,0.169,0.074
CD33,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.003,0.133,0.049
CD34,0.0,0.0,0.0,0.0,0.001,0.0,0.01,0.003,0.107,0.041
CD38,0.0,0.0,0.011,0.0,0.082,0.028,0.217,0.102,0.74,0.499
CD4,0.0,0.0,0.001,0.0,0.003,0.002,0.005,0.003,0.078,0.029
CD40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.001
CD40LG,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.077,0.028
CD46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.001
CD48,0.0,0.0,0.002,0.0,0.007,0.001,0.052,0.019,0.254,0.146
CD5,0.0,0.0,0.001,0.0,0.037,0.009,0.194,0.087,0.67,0.464
CD55,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.114,0.037
CD58,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.092,0.017
CD59,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.164,0.076
CD6,0.0,0.0,0.0,0.0,0.002,0.0,0.019,0.003,0.188,0.087
CD63,0.0,0.0,0.001,0.0,0.041,0.01,0.141,0.068,0.52,0.328
CD69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0
CD70,0.0,0.0,0.001,0.0,0.003,0.002,0.008,0.004,0.089,0.031
CD74,0.0,0.0,0.016,0.0,0.047,0.011,0.148,0.07,0.451,0.29
CD79B,0.0,0.0,0.001,0.0,0.001,0.001,0.083,0.02,0.462,0.285
CD83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.02
CD84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.003
CD8A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.005
CD93,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.107,0.03
CD97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.007
CD99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.011
CD99L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.003
CDC27,0.0,0.0,0.0,0.0,0.004,0.0,0.021,0.01,0.159,0.069
CDC37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDCP1,0.0,0.0,0.035,0.0,0.047,0.017,0.118,0.059,0.402,0.252
CDH1,0.0,0.0,0.002,0.0,0.005,0.002,0.041,0.011,0.387,0.162
CDH15,0.0,0.0,0.0,0.0,0.009,0.0,0.085,0.028,0.418,0.256
CDH17,0.0,0.0,0.0,0.0,0.015,0.005,0.07,0.025,0.307,0.19
CDH2,0.0,0.0,0.014,0.0,0.026,0.01,0.082,0.039,0.351,0.22
CDH3,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.192,0.068
CDH5,0.0,0.0,0.002,0.0,0.009,0.002,0.024,0.012,0.141,0.071
CDH6,0.0,0.0,0.0,0.0,0.003,0.001,0.008,0.003,0.102,0.025
CDHR1,0.0,0.0,0.0,0.0,0.186,0.068,0.473,0.313,0.852,0.728
CDHR2,0.0,0.0,0.005,0.0,0.102,0.035,0.241,0.124,0.618,0.46
CDHR5,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.153,0.058
CDKN1A,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.002,0.104,0.041
CDKN2D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
CDNF,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.001,0.098,0.032
CDON,0.0,0.0,0.0,0.0,0.001,0.001,0.011,0.003,0.092,0.039
CDSN,0.0,0.0,0.0,0.0,0.005,0.0,0.035,0.015,0.266,0.136
CEACAM1,0.0,0.0,0.0,0.0,0.005,0.0,0.016,0.008,0.146,0.058
CEACAM21,0.0,0.0,0.0,0.0,0.005,0.0,0.035,0.012,0.236,0.13
CEACAM3,0.0,0.0,0.002,0.0,0.055,0.03,0.161,0.076,0.501,0.341
CEACAM5,0.0,0.0,0.03,0.0,0.187,0.087,0.308,0.213,0.559,0.457
CEACAM8,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.001,0.15,0.034
CEBPB,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.003,0.11,0.039
CELA3A,0.0,0.0,0.0,0.0,0.052,0.013,0.16,0.075,0.476,0.326
CEP164,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.001,0.281,0.099
CEP85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.002
CERT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.001
CES1,0.0,0.0,0.006,0.0,0.054,0.025,0.156,0.066,0.593,0.38
CES2,0.0,0.0,0.008,0.0,0.191,0.073,0.448,0.293,0.79,0.661
CES3,0.0,0.0,0.0,0.0,0.017,0.0,0.091,0.038,0.395,0.238
CETN2,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.022,0.006
CFC1,0.0,0.0,0.0,0.0,0.001,0.0,0.006,0.003,0.115,0.045
CGA,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.005,0.087,0.036
CGREF1,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.004,0.244,0.094
CHAC2,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.066,0.014
CHEK2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.001,0.175,0.057
CHGB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.021
CHI3L1,0.0,0.0,0.063,0.0,0.152,0.083,0.266,0.164,0.569,0.423
CHIT1,0.0,0.0,0.001,0.0,0.065,0.018,0.252,0.151,0.532,0.407
CHL1,0.0,0.0,0.0,0.0,0.006,0.001,0.02,0.007,0.186,0.089
CHMP1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0
CHRDL1,0.0,0.0,0.005,0.0,0.028,0.01,0.07,0.039,0.32,0.179
CHRDL2,0.0,0.0,0.0,0.0,0.009,0.001,0.045,0.016,0.27,0.151
CIAPIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CKAP4,0.0,0.0,0.004,0.0,0.003,0.0,0.008,0.002,0.207,0.084
CKMT1A_CKMT1B,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.005,0.18,0.065
